date,basicPrice,ceilingPrice,floorPrice,open,high,low,close,average,adOpen,adHigh,adLow,adClose,adAverage,nmVolume,nmValue,close_diff_1,adAverage_diff_1,adAverage_pct_1,adclose_pct_1,adclose_diff_1,close_pct_1,close_diff_1_shift_back_1,adAverage_diff_1_shift_back_1,adclose_diff_1_shift_back_1,adclose_pct_1_shift_back_1,adAverage_pct_1_shift_back_1,close_pct_1_shift_back_1,SMA_10,SMA_20,RSI,Stoch,adClose_Lag1,adClose_Lag2,VWAP,ADL,Upper_Band,Middle_Band,Lower_Band,MACD,%K,%D,MoM
2018-04-06,12.6,14.4,10.8,12.6,12.6,12.6,12.6,12.6,10.086,10.086,10.086,10.086,10.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.445,8.624500000000001,99.7602976006214,-38.083333333333336,10.086,10.086,0.0,-6178.285714285737,10.972827702855568,8.624500000000015,6.276172297144462,0.7825531585652179,-25.189024390243883,6.7469512195122086,1.282
2018-04-09,12.6,14.4,10.8,12.6,12.6,12.6,12.6,12.6,10.086,10.086,10.086,10.086,10.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5732,8.788599999999999,99.7602976006214,-19.041666666666668,10.086,10.086,0.0,-6178.285714285737,11.062644889618257,8.788600000000015,6.514555110381773,0.7819657717129953,-57.12499999999998,-25.18902439024389,1.282
2018-04-10,12.6,14.4,10.8,12.6,12.6,12.6,12.6,12.6,10.086,10.086,10.086,10.086,10.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.701400000000001,8.952700000000002,99.7602976006214,-4.736951571734001e-15,10.086,10.086,0.0,-6178.285714285737,11.100370095708103,8.952700000000016,6.8050299042919296,0.7725942774930132,-57.12499999999998,-46.47967479674796,1.282
2018-04-11,12.6,14.4,10.8,12.6,12.6,12.6,12.6,12.6,10.086,10.086,10.086,10.086,10.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.829600000000001,9.116800000000001,99.76029760062139,-4.736951571734001e-15,10.086,10.086,0.0,-6178.285714285737,11.075948549752884,9.116800000000016,7.1576514502471476,0.7564474455258718,-57.12499999999998,-57.12499999999999,1.282
2018-04-12,12.6,14.4,10.8,12.6,12.6,12.6,12.6,12.6,10.086,10.086,10.086,10.086,10.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9578,9.2809,99.7602976006214,-4.736951571734001e-15,10.086,10.086,0.0,-6178.285714285737,10.968682201588445,9.280900000000017,7.593117798411588,0.7351763099900666,-57.12499999999998,-57.12499999999999,1.282
2018-04-13,12.6,14.4,10.8,12.6,12.6,12.6,12.6,12.6,10.086,10.086,10.086,10.086,10.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.086,9.445,99.7602976006214,-4.736951571734001e-15,10.086,10.086,0.0,-6178.285714285737,10.726999999999446,9.445000000000018,8.16300000000059,0.7101328128040088,-57.12499999999998,-57.12499999999999,1.282
2018-04-16,12.6,14.4,10.8,12.6,12.6,12.6,12.6,12.6,10.086,10.086,10.086,10.086,10.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.086,9.5091,99.7602976006214,-4.736951571734001e-15,10.086,10.086,,-6178.285714285737,10.784673894370144,9.509100000000018,8.233526105629892,0.682419157597792,-57.12499999999998,-57.12499999999999,0.0
2018-04-17,12.6,14.4,10.8,12.6,12.6,12.6,12.6,12.6,10.086,10.086,10.086,10.086,10.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.086,9.5732,99.7602976006214,-4.736951571734001e-15,10.086,10.086,,-6178.285714285737,10.82929834009866,9.573200000000018,8.317101659901375,0.6529293233752824,-57.12499999999998,-57.12499999999999,0.0
2018-04-18,12.6,14.4,10.8,12.6,12.6,12.6,12.6,12.6,10.086,10.086,10.086,10.086,10.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.4408,1.4399999999999995,0.1427721594289113,14.2857,0.14285714285714302,10.086,9.6373,99.7602976006214,-4.736951571734001e-15,10.086,10.086,,-6178.285714285737,10.86025005621589,9.63730000000002,8.41434994378415,0.6223839623932559,-57.12499999999998,-57.12499999999999,0.0
2018-04-19,12.6,14.4,10.8,14.4,14.4,14.4,14.4,14.4,11.526,11.526,11.526,11.526,11.526,100.0,1440000.0,1.8,1.4408,14.2857,0.1427721594289113,1.4399999999999995,0.14285714285714302,0.0,0.0,0.0,0.0,0.0,0.0,10.23,9.7734,99.91061292372684,-19.888888888888886,10.086,10.086,11.526,-6178.285714285737,11.186224744969579,9.77340000000002,8.360575255030462,0.7062315119099782,-57.97222222222219,-57.4074074074074,1.4399999999999995
2018-04-20,14.4,16.5,12.3,14.4,14.4,14.4,14.4,14.4,11.526,11.526,11.526,11.526,11.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.374,9.9095,99.91061292372684,-39.777777777777764,11.526,10.086,0.0,-6178.285714285737,11.441934337907643,9.909500000000019,8.377065662092395,0.7638758141021693,-58.8194444444444,-57.97222222222221,1.4399999999999995
2018-04-23,14.4,16.5,12.3,14.4,14.4,14.4,14.4,14.4,11.526,11.526,11.526,11.526,11.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.518,10.0456,99.91061292372684,-59.66666666666665,11.526,11.526,0.0,-6178.285714285737,11.643239058109907,10.04560000000002,8.447960941890132,0.8003335914424632,-59.66666666666661,-58.81944444444442,1.4399999999999995
2018-04-24,14.4,16.5,12.3,14.4,14.4,14.4,14.4,14.4,11.526,11.526,11.526,11.526,11.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.661999999999999,10.181700000000001,99.91061292372684,-59.66666666666665,11.526,11.526,0.0,-6178.285714285737,11.79674193134366,10.18170000000002,8.56665806865638,0.819776766379249,-59.66666666666661,-59.38425925925922,1.4399999999999995
2018-04-26,14.4,16.5,12.3,14.4,14.4,14.4,14.4,14.4,11.526,11.526,11.526,11.526,11.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.806000000000001,10.3178,99.91061292372684,-39.777777777777764,11.526,11.526,0.0,-6178.285714285737,11.904017084764304,10.317800000000021,8.73158291523574,0.825667837724259,-59.66666666666661,-59.66666666666662,1.4399999999999995
2018-04-27,14.4,16.5,12.3,14.4,14.4,14.4,14.4,14.4,11.526,11.526,11.526,11.526,11.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.6809,1.681000000000001,0.1458441783793165,14.5833,0.14583333333333326,10.95,10.4539,99.91061292372684,-19.888888888888886,11.526,11.526,0.0,-6178.285714285737,11.962416874283509,10.453900000000022,8.945383125716535,0.8208740293737762,-59.66666666666661,-59.66666666666662,1.4399999999999995
2018-05-02,14.4,16.5,12.3,16.5,16.5,16.5,16.5,16.5,13.207,13.207,13.207,13.207,13.207,100.0,1650000.0,2.1,1.6809,14.5833,0.1458441783793165,1.681000000000001,0.14583333333333326,0.0,0.0,0.0,0.0,0.0,0.0,11.2621,10.67405,99.95826821643112,-18.936507936507937,11.526,11.526,6.6035,-6178.285714285737,12.421401421437071,10.67405000000002,8.92669857856297,0.9418603729239834,-34.589743589743534,-51.307692307692264,3.1210000000000004
2018-05-03,16.5,18.9,14.1,16.5,16.5,16.5,16.5,16.5,13.207,13.207,13.207,13.207,13.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.574200000000001,10.8301,99.95826821643111,-37.873015873015866,13.207,11.526,0.0,-6178.285714285737,12.872117913730971,10.83010000000002,8.788082086269068,1.0259167916835583,-9.512820512820456,-34.58974358974355,3.1210000000000004
2018-05-04,16.5,18.9,14.1,16.5,16.5,16.5,16.5,16.5,13.207,13.207,13.207,13.207,13.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8863,10.98615,99.95826821643112,-56.809523809523796,13.207,13.207,0.0,-6178.285714285737,13.242612831512659,10.98615000000002,8.72968716848738,1.0800816007779996,15.56410256410262,-9.512820512820474,3.1210000000000004
2018-05-07,16.5,18.9,14.1,16.5,16.5,16.5,16.5,16.5,13.207,13.207,13.207,13.207,13.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.198400000000001,11.1422,99.95826821643111,-56.809523809523796,13.207,13.207,0.0,-6178.285714285737,13.554377240585389,11.142200000000019,8.730022759414648,1.1102097947889948,15.56410256410262,7.205128205128244,3.1210000000000004
2018-05-08,16.5,18.9,14.1,16.5,16.5,16.5,16.5,16.5,13.207,13.207,13.207,13.207,13.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024242424242424176,12.366499999999998,11.29825,99.95826821643112,-37.873015873015866,13.207,13.207,0.0,-6178.285714285737,13.818321576364095,11.298250000000017,8.77817842363594,1.1211625417230913,15.56410256410262,15.564102564102603,1.681000000000001
2018-05-09,16.1,18.5,13.7,16.1,16.1,16.1,16.1,16.1,13.207,13.207,13.207,13.207,13.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024242424242424176,0.0,0.0,0.0,0.0,0.0,0.0,12.534600000000001,11.4543,99.95826821643112,-260.0198412698421,13.207,13.207,0.0,-6178.285714285737,14.04043797775723,11.454300000000016,8.868162022242801,1.116966972606237,15.56410256410262,15.564102564102603,1.681000000000001
2018-05-10,16.1,18.5,13.7,16.1,16.1,16.1,16.1,16.1,13.207,13.207,13.207,13.207,13.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7027,11.61035,99.95826821643111,-482.16666666666833,13.207,13.207,0.0,-6178.285714285737,14.223900403186892,11.610350000000015,8.996799596813137,1.1009508774564924,15.56410256410262,15.564102564102603,1.681000000000001
2018-05-11,16.1,18.5,13.7,16.1,16.1,16.1,16.1,16.1,13.207,13.207,13.207,13.207,13.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8708,11.7664,99.95826821643111,-723.2500000000026,13.207,13.207,0.0,-6178.285714285737,14.369930095850291,11.766400000000015,9.162869904149739,1.0758562060148815,-8.560439560439507,7.522588522588561,1.681000000000001
2018-05-14,16.1,18.5,13.7,16.1,16.1,16.1,16.1,16.1,13.207,13.207,13.207,13.207,13.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.9686,1.968,0.1490118876353448,14.9068,0.1490683229813663,13.038900000000002,11.922450000000001,99.95826821643112,-723.2500000000026,13.207,13.207,0.0,-6178.285714285737,14.478086787573334,11.922450000000014,9.366813212426694,1.0439346690618834,-32.684981684981636,-8.560439560439525,1.681000000000001
2018-05-15,16.1,18.5,13.7,18.5,18.5,18.5,18.5,18.5,15.175,15.175,15.175,15.175,15.175,100.0,1850000.0,2.4,1.9686,14.9068,0.1490118876353448,1.968,0.1490683229813663,0.0,0.0,0.0,0.0,0.0,0.0,13.4038,12.1769,99.98116849986869,-495.01388888889056,13.207,13.207,7.5875,-6178.285714285737,14.954238070886959,12.176900000000014,9.39956192911307,1.1640196794940145,-31.572202864885742,-24.272541370102314,3.649000000000001
2018-05-16,18.5,21.2,15.8,18.5,18.5,18.5,18.5,18.5,15.175,15.175,15.175,15.175,15.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6006,12.43135,99.98116849986869,-266.7777777777786,15.175,13.207,0.0,-6178.285714285737,15.325823304419671,12.431350000000013,9.536876695580354,1.2448381955933314,-6.334881920247727,-23.53068882337172,1.968
2018-05-17,18.5,21.2,15.8,18.5,18.5,18.5,18.5,18.5,15.175,15.175,15.175,15.175,15.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7974,12.6858,99.98116849986869,-38.54166666666666,15.175,15.175,0.0,-6178.285714285737,15.605455157719494,12.685800000000013,9.766144842280532,1.2939713555504202,18.90243902439029,-6.334881920247743,1.968
2018-05-18,18.5,21.2,15.8,18.5,18.5,18.5,18.5,18.5,15.175,15.175,15.175,15.175,15.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.994200000000001,12.94025,99.98116849986867,-38.54166666666666,15.175,15.175,0.0,-6178.285714285737,15.795567556769852,12.940250000000011,10.084932443230171,1.3177198842284774,18.90243902439029,10.489998709510933,1.968
2018-05-21,18.5,21.2,15.8,18.5,18.5,18.5,18.5,18.5,15.175,15.175,15.175,15.175,15.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.2146,2.2139999999999986,0.14589785831960445,14.5946,0.145945945945946,14.190999999999999,13.194700000000001,99.98116849986867,-25.694444444444418,15.175,15.175,0.0,-6178.285714285737,15.889756964147127,13.194700000000012,10.499643035852896,1.3213095305234965,-0.2455962059620352,12.519760614272831,1.968
2018-05-22,18.5,21.2,15.8,21.2,21.2,21.2,21.2,21.2,17.389,17.389,17.389,17.389,17.389,100.0,2120000.0,2.7,2.2146,14.5946,0.14589785831960445,2.2139999999999986,0.145945945945946,0.0,0.0,0.0,0.0,0.0,0.0,14.609200000000001,13.48785,99.99005850000063,-26.56327160493824,15.175,15.175,8.6945,-6178.285714285737,16.631272165411115,13.487850000000012,10.34442783458891,1.4856796576147673,1.8784273872150596,6.845090068547754,4.181999999999999
2018-05-23,21.2,24.3,18.1,21.2,21.2,21.2,21.2,21.2,17.389,17.389,17.389,17.389,17.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0274,13.781,99.99005850000064,-27.432098765432062,17.389,15.175,0.0,-6178.285714285737,17.2177685985527,13.781000000000011,10.344231401447324,1.5975288494086168,4.002450980392155,1.8784273872150419,4.181999999999999
2018-05-24,21.2,24.3,18.1,21.2,21.2,21.2,21.2,21.2,17.389,17.389,17.389,17.389,17.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.445599999999999,14.074150000000003,99.99005850000064,-41.148148148148124,17.389,17.389,0.0,-6178.285714285737,17.68720390355552,14.074150000000012,10.461096096444503,1.6669545256071174,25.274509803921575,10.385129390509578,4.181999999999999
2018-05-25,21.2,24.3,18.1,21.2,21.2,21.2,21.2,21.2,17.389,17.389,17.389,17.389,17.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.863800000000001,14.3673,99.99005850000064,-41.148148148148124,17.389,17.389,0.0,-6178.285714285737,18.056397889728302,14.36730000000001,10.678202110271718,1.702351228889622,25.274509803921575,18.18382352941175,4.181999999999999
2018-05-28,21.2,24.3,18.1,21.2,21.2,21.2,21.2,21.2,17.389,17.389,17.389,17.389,17.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.282,14.66045,99.99005850000064,-27.432098765432062,17.389,17.389,0.0,-6178.285714285737,18.331585054720513,14.660450000000012,10.98931494527951,1.7106836747219027,25.274509803921575,25.274509803921557,4.181999999999999
2018-05-29,21.2,24.3,18.1,21.2,21.2,21.2,21.2,21.2,17.389,17.389,17.389,17.389,17.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5034,14.9536,99.99005850000064,-13.716049382716003,17.389,17.389,0.0,-6178.285714285737,18.51134177815054,14.953600000000012,11.395858221849485,1.6977169735965152,25.274509803921575,25.274509803921557,2.2139999999999986
2018-05-30,21.2,24.3,18.1,21.2,21.2,21.2,21.2,21.2,17.389,17.389,17.389,17.389,17.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.724800000000002,15.162700000000001,99.99005850000064,5.684341886080802e-14,17.389,17.389,0.0,-6178.285714285737,18.77638892407714,15.162700000000012,11.549011075922884,1.6682106752948975,25.274509803921575,25.274509803921557,2.2139999999999986
2018-05-31,21.2,24.3,18.1,21.2,21.2,21.2,21.2,21.2,17.389,17.389,17.389,17.389,17.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.946199999999997,15.371800000000002,99.99005850000064,5.684341886080802e-14,17.389,17.389,0.0,-6178.285714285737,18.99259911621698,15.371800000000013,11.751000883783046,1.6260822572489584,25.274509803921575,25.274509803921557,2.2139999999999986
2018-06-01,21.2,24.3,18.1,21.2,21.2,21.2,21.2,21.2,17.389,17.389,17.389,17.389,17.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1676,15.5809,99.99005850000064,5.684341886080802e-14,17.389,17.389,0.0,-6178.285714285737,19.16026340149998,15.580900000000014,12.00153659850005,1.5745448099793595,3.1336238198983346,17.89421447591381,2.2139999999999986
2018-06-04,21.2,24.3,18.1,21.2,21.2,21.2,21.2,21.2,17.389,17.389,17.389,17.389,17.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.389,15.790000000000001,99.99005850000063,5.684341886080802e-14,17.389,17.389,0.0,-6178.285714285737,19.277651932174034,15.790000000000015,12.302348067825994,1.5162229375034162,-19.007262164124906,3.1336238198983146,2.2139999999999986
2018-06-05,21.2,24.3,18.1,21.2,21.2,21.2,21.2,21.2,17.389,17.389,17.389,17.389,17.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.389,15.999099999999999,99.99005850000063,5.684341886080802e-14,17.389,17.389,,-6178.285714285737,19.340627668596692,15.999100000000016,12.65757233140334,1.453250268896868,-41.148148148148145,-19.007262164124924,0.0
2018-06-06,21.2,24.3,18.1,21.2,21.2,21.2,21.2,21.2,17.389,17.389,17.389,17.389,17.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.389,16.208199999999998,99.99005850000066,5.684341886080802e-14,17.389,17.389,,-6178.285714285737,19.34158727896779,16.208200000000016,13.074812721032243,1.387351451397187,-41.148148148148145,-33.76785282014041,0.0
2018-06-07,21.2,24.3,18.1,21.2,21.2,21.2,21.2,21.2,17.389,17.389,17.389,17.389,17.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.389,16.4173,99.99005850000064,5.684341886080802e-14,17.389,17.389,,-6178.285714285737,19.266974023462435,16.41730000000002,13.5676259765376,1.3199110507760992,-41.148148148148145,-41.14814814814816,0.0
2018-06-08,21.2,24.3,18.1,21.2,21.2,21.2,21.2,21.2,17.389,17.389,17.389,17.389,17.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.389,16.626399999999997,99.99005850000063,5.684341886080802e-14,17.389,17.389,,-6178.285714285737,19.0908240219566,16.626400000000018,14.161975978043436,1.2520314086852071,-27.432098765432084,-36.57613168724281,0.0
2018-06-11,21.2,24.3,18.1,21.2,21.2,21.2,21.2,21.2,17.389,17.389,17.389,17.389,17.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.389,16.8355,99.99005850000063,5.684341886080802e-14,17.389,17.389,,-6178.285714285737,18.752880243977895,16.835500000000017,14.91811975602214,1.1845811887144482,-13.716049382716022,-27.4320987654321,0.0
2018-06-12,21.2,24.3,18.1,21.2,21.2,21.2,21.2,21.2,17.389,17.389,17.389,17.389,17.389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2.5429,2.5440000000000005,0.1462993846684686,14.6226,0.14622641509433976,17.389,16.946199999999997,99.99005850000064,5.684341886080802e-14,17.389,17.389,,-6178.285714285737,18.717399999999,16.94620000000002,15.175000000001038,1.118236074051154,3.789561257387201e-14,-13.716049382716042,0.0
2018-06-13,21.2,24.3,18.1,24.3,24.3,24.3,24.3,24.3,19.933,19.933,19.933,19.933,19.933,100.0,2430000.0,3.1,2.5429,14.6226,0.1462993846684686,2.5440000000000005,0.14622641509433976,0.0,0.0,0.0,0.0,0.0,0.0,17.643399999999996,17.184099999999997,99.99641807325331,-13.623655913978425,17.389,17.389,19.933,-6178.285714285737,19.200911533087908,17.18410000000002,15.16728846691213,1.256453023257393,-13.623655913978444,-9.11323509889816,2.5440000000000005
2018-06-14,24.3,27.9,20.7,24.3,24.3,24.3,24.3,24.3,19.933,19.933,19.933,19.933,19.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8978,17.422,99.99641807325332,-27.247311827956906,19.933,17.389,0.0,-6178.285714285737,19.553932644338495,17.42200000000002,15.290067355661543,1.350424102854788,-27.247311827956924,-13.623655913978462,2.5440000000000005
2018-06-15,24.3,27.9,20.7,24.3,24.3,24.3,24.3,24.3,19.933,19.933,19.933,19.933,19.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1522,17.6599,99.99641807325332,-40.87096774193539,19.933,19.933,0.0,-6178.285714285737,19.797649648578272,17.659900000000015,15.522150351421756,1.4086587196008402,-40.87096774193541,-27.247311827956946,2.5440000000000005
2018-06-18,24.3,27.9,20.7,24.3,24.3,24.3,24.3,24.3,19.933,19.933,19.933,19.933,19.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.406599999999997,17.8978,99.99641807325332,-40.87096774193539,19.933,19.933,0.0,-6178.285714285737,19.93299999999909,17.897800000000014,15.862600000000938,1.4382310407597032,-40.87096774193541,-36.329749103942596,2.5440000000000005
2018-06-19,24.3,27.9,20.7,24.3,24.3,24.3,24.3,24.3,19.933,19.933,19.933,19.933,19.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.661,18.025,99.99641807325332,-27.247311827956906,19.933,19.933,0.0,-6178.285714285737,20.228168627226836,18.025000000000013,15.82183137277319,1.4450101409182494,-40.87096774193541,-40.87096774193543,2.5440000000000005
2018-06-20,24.3,27.9,20.7,24.3,24.3,24.3,24.3,24.3,19.933,19.933,19.933,19.933,19.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.915399999999998,18.1522,99.99641807325332,-13.623655913978425,19.933,19.933,0.0,-6178.285714285737,20.483814513592705,18.152200000000015,15.820585486407325,1.4338540496929681,-40.87096774193541,-40.87096774193543,2.5440000000000005
2018-06-21,24.3,27.9,20.7,24.3,24.3,24.3,24.3,24.3,19.933,19.933,19.933,19.933,19.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.169800000000002,18.2794,99.99641807325332,5.684341886080802e-14,19.933,19.933,0.0,-6178.285714285737,20.706221328403952,18.279400000000013,15.852578671596072,1.4087733052891949,-40.87096774193541,-40.87096774193543,2.5440000000000005
2018-06-22,24.3,27.9,20.7,24.3,24.3,24.3,24.3,24.3,19.933,19.933,19.933,19.933,19.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4242,18.4066,99.99641807325332,5.684341886080802e-14,19.933,19.933,0.0,-6178.285714285737,20.899200762255496,18.40660000000001,15.913999237744527,1.373068752775822,-40.87096774193541,-40.87096774193543,2.5440000000000005
2018-06-25,24.3,27.9,20.7,24.3,24.3,24.3,24.3,24.3,19.933,19.933,19.933,19.933,19.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6786,18.5338,99.99641807325332,5.684341886080802e-14,19.933,19.933,0.0,-6178.285714285737,21.065048039998555,18.53380000000001,16.002551960001465,1.3294475933676146,-40.87096774193541,-40.87096774193543,2.5440000000000005
2018-06-26,24.3,27.9,20.7,24.3,24.3,24.3,24.3,24.3,19.933,19.933,19.933,19.933,19.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.933,18.660999999999998,99.99641807325332,5.684341886080802e-14,19.933,19.933,0.0,-6178.285714285737,21.204999999999366,18.66100000000001,16.11700000000065,1.28012107139973,-40.87096774193541,-40.87096774193543,2.5440000000000005
2018-06-27,24.3,27.9,20.7,24.3,24.3,24.3,24.3,24.3,19.933,19.933,19.933,19.933,19.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.933,18.788199999999996,99.99641807325331,5.684341886080802e-14,19.933,19.933,,-6178.285714285737,21.319448039998555,18.78820000000001,16.256951960001466,1.2268866616368612,-40.87096774193541,-40.87096774193543,0.0
2018-06-28,24.3,27.9,20.7,24.3,24.3,24.3,24.3,24.3,19.933,19.933,19.933,19.933,19.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.933,18.915399999999998,99.99641807325331,5.684341886080802e-14,19.933,19.933,,-6178.285714285737,21.408000762255494,18.91540000000001,16.422799237744524,1.1711971763623978,-40.87096774193541,-40.87096774193543,0.0
2018-06-29,24.3,27.9,20.7,24.3,24.3,24.3,24.3,24.3,19.933,19.933,19.933,19.933,19.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.933,19.0426,99.99641807325332,5.684341886080802e-14,19.933,19.933,,-6178.285714285737,21.46942132840409,19.042600000000007,16.615778671595926,1.114218836886824,-40.87096774193541,-40.87096774193543,0.0
2018-07-02,24.3,27.9,20.7,24.3,24.3,24.3,24.3,24.3,19.933,19.933,19.933,19.933,19.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.933,19.169800000000002,99.99641807325332,5.684341886080802e-14,19.933,19.933,,-6178.285714285737,21.50141451359284,19.169800000000006,16.83818548640717,1.0568800371622338,-27.247311827956924,-36.3297491039426,0.0
2018-07-03,24.3,27.9,20.7,24.3,24.3,24.3,24.3,24.3,19.933,19.933,19.933,19.933,19.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.933,19.297,99.99641807325332,5.684341886080802e-14,19.933,19.933,,-6178.285714285737,21.50016862722693,19.297000000000004,17.093831372773078,0.9999122591767353,-13.623655913978444,-27.247311827956946,0.0
